Text,Question
What European country abandoned postage stamps in 1923 because printing them cost more than their face value,1
Who were leaders of the Byzantine empire,1
He  seemed to be deliberating on some means of escape,0
Even if he  had been certain that all the progressives were fools like him it  would not have allayed his uneasiness,0
What is Butterfield 8 in Butterfield 8,1
Truth wont escape you but life  can be cramped,0
What baseball outcome required nine balls in 1879  eight balls in 1880 and seven balls in 1881,1
What is the proof that houseplants metabolize carcinogens,1
You butchered her someone shouted in the crowd,0
How do I get another city s newspaper,1
They were  renewed by love; the heart of each held infinite sources of life for the  heart of the other,0
Where is Windsor Castle,1
No thats not the work of a Nikolay my  dear Rodion Romanovitch!,0
Unexpectedly finding the room full of people she was not so  much embarrassed as completely overwhelmed with shyness like a  little child,0
It was the New Testament in the Russian translation,0
he added  smiling,0
In misery he asked himself this question and could not understand that  at the very time he had been standing looking into the river he had  perhaps been dimly conscious of the fundamental falsity in himself and  his convictions,0
How tall is the replica of the Matterhorn at Disneyland,1
Another  time he woke up before daybreak lying on the ground under some bushes  and could not at first understand how he had come there,0
What is the nature of snow and how is the formation of snow different from that of ice,1
His face wore  a look of genuine sympathy,0
laughed  Porfiry,0
But soon these new pleasant sensations passed into morbid  irritability,0
Dont be angry please Rodya,0
Well what are you crying  for?,1
What is a fear of being dirty,1
McCarren Airport is located in what city,1
What piece of jewelry is pictured on Monopoly s Luxury Tax space,1
Pyotr Petrovitch felt  that things were going badly with him,0
During the conversation Raskolnikov watched her carefully,0
How many corners does a spritsail have,1
at the marshals,0
What was the name of the Titanic s captain,1
What is the plural of gulf,1
He had not reckoned on having trinkets to hide,0
Again after her first passionate agonising sympathy for the unhappy man  the terrible idea of the murder overwhelmed her,0
What have you done--what have you done to yourself?,1
When is the Jimmy Buffett concert coming to the E center in Camden NJ,1
What sea separates Naples and Algiers,1
We must start Dounia we must start her mother cried in a flutter,0
Sonia hearing herself introduced tried to raise  her eyes again but was more embarrassed than ever,0
Raskolnikov seemed offended,0
When he was within ten paces he recognised him and  was frightened; it was the same man with stooping shoulders in the long  coat,0
Not to steal and not to murder dont be anxious he smiled bitterly,0
It is all over!,0
What actor  who had greatest fame on TV  became the father of triplets,1
Which mayonnaise refers to itself as `` real  mayonnaise,1
Again they were both  silent,0
It was easy to reach her:  she floated within a couple of yards from the steps he caught hold of  her clothes with his right hand and with his left seized a pole which a  comrade held out to him; the drowning woman was pulled out at once,0
He has good feelings at times  brother,0
Which of the following men was not married to Rita Hayworth,1
What auto race was Wilbur Reed the first to win three times,1
The girl opened her weary  and sleepy-looking eyes gazed blankly at the speaker and waved her  hand,0
But I am very anxious to see Avdotya Romanovna once,0
more terrible  than the official legal sanction of bloodshed,0
No one has been here,0
Why it was at your rooms we met yesterday he said easily,0
Had these people any power or not?,1
You dont say so!,0
Why in such haste?,1
Am I mad?,1
What are dinosaur droppings called,1
Who was the star witness at the Senate Watergate hearings,1
Her head was going round,0
Mother I am inviting him too,0
What had he to look forward to?,1
Sofya Ivanovna  he went on addressing Sonia who was very much surprised and already  alarmed immediately after your visit I found that a hundred-rouble  note was missing from my table in the room of my friend Mr,0
He finished eating it as he walked away,0
Porfiry Petrovitch stood for some  moments as though meditating but suddenly roused himself and waved back  the uninvited spectators,0
What school does Tom attend in Tom Brown s School Days,1
Well begin in a small way and go  on to a large,0
Captain he tore _sein rock_,0
But thats not so!,0
Which province?,1
Whether I can step over barriers or  not whether I dare stoop to pick up or not whether I am a trembling  creature or whether I have the _right_,0
They wont let me alone the girl muttered and once more  waved her hand,0
But  although we shall be meeting so soon perhaps I shall send you as much  money as I can in a day or two,0
He  is incredulous sceptical cynical,0
without examples she begged  still more timidly and scarcely audibly,0
On the left side just over the heart was a large sinister-looking  yellowish-black bruise--a cruel kick from the horses hoof,0
continued Raskolnikov  turning cold and shivering and the jewel case Nikolay found behind the  door--was that possible?,1
Presently afterwards said Raskolnikov waving it off pettishly,0
He took a step tottered and fell to the ground  fainting,0
How does the tail affect the flight of a kite,1
Are they trying to upset  my nerves or are they teasing me?,1
Ill save him,0
The worst of it was  his good nature made him trust all sorts of disreputable people and he  drank with fellows who were not worth the sole of his shoe,0
Solely by her exertions  and sacrifices a criminal charge involving an element of fantastic  and homicidal brutality for which he might well have been sentenced to  Siberia was hushed up,0
After reading a few lines he frowned and his heart throbbed  with anguish,0
